Residência,Em Branco,Semana 01,Semana 02,Semana 03,Semana 04,Semana 05,Semana 06,Semana 07,Semana 08,Semana 09,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Total,CIR
CAMPANHA,0,0,1,2,15,38,47,53,79,117,163,259,462,394,268,375,254,221,179,133,129,81,29,26,11,10,0,2,4,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,3361,31012
RESSAQUINHA,0,0,0,0,1,4,3,7,8,9,13,21,25,32,45,45,33,27,27,17,12,4,18,8,5,12,2,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,382,31013
ANTONIO CARLOS,0,3,1,6,14,24,39,32,55,122,87,85,82,55,96,104,45,48,50,60,54,37,31,15,4,11,3,4,5,2,0,3,1,0,0,0,1,0,0,0,1,0,1,0,1181,31013
ALTO RIO DOCE,0,0,6,1,26,49,37,79,63,14,25,22,24,21,35,75,76,65,28,35,21,18,6,10,14,5,6,2,5,6,3,1,2,0,0,0,0,0,0,0,0,0,0,0,780,31013
PAIVA,0,0,0,0,8,22,15,23,40,31,20,28,22,11,18,38,49,33,39,27,20,16,10,11,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,490,31013
SANTA BARBARA DO TUGURIO,0,1,1,2,1,5,3,6,10,25,20,22,24,38,16,19,17,7,6,3,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,31013
CIPOTANEA,0,0,0,0,3,21,25,51,84,56,70,96,91,97,73,73,45,38,26,19,13,9,3,3,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,903,31013
IBERTIOGA,0,0,0,0,0,4,4,6,3,13,7,15,35,31,45,75,81,60,60,56,55,43,16,7,4,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,631,31013
DESTERRO DO MELO,0,0,0,0,0,0,1,0,1,1,10,3,3,1,15,9,5,1,8,6,4,0,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,75,31013
BARBACENA,0,10,14,36,113,182,316,526,673,922,979,1096,995,782,1028,1187,1080,958,732,861,755,722,460,428,227,190,152,82,72,46,19,18,12,11,2,4,3,8,1,3,2,0,1,0,15708,31013
SENHORA DOS REMEDIOS,0,0,0,0,0,3,7,8,11,10,12,7,8,12,17,11,5,13,9,20,19,5,0,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,31013
SANTANA DO GARAMBEU,0,0,0,0,0,0,0,3,1,0,1,2,1,0,8,5,4,2,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31013
CAPELA NOVA,0,0,0,1,0,2,6,5,13,84,27,76,37,49,43,36,17,56,34,20,24,10,2,5,5,1,3,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,567,31013
SANTA RITA DE IBITIPOCA,0,0,0,0,0,0,0,2,4,6,1,4,3,1,1,5,4,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,31013
CARANDAI,0,0,6,7,12,26,74,81,104,175,177,175,213,238,222,287,275,312,206,233,155,160,64,46,41,60,48,56,33,14,1,0,2,1,0,1,0,0,1,1,2,0,0,0,3509,31013
ALFREDO VASCONCELOS,0,2,1,0,2,21,45,35,53,58,62,87,94,103,85,92,68,68,80,51,61,40,33,20,15,13,1,1,2,3,2,2,0,0,0,0,1,1,0,1,1,1,1,0,1206,31013
DORES DE CAMPOS,0,10,46,56,40,50,44,40,221,289,307,241,206,139,181,62,55,10,25,25,15,9,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2078,31015
CONCEICAO DA BARRA DE MINAS,0,0,3,4,2,4,19,24,28,30,39,34,50,35,57,47,16,29,9,19,11,12,1,0,2,0,2,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,482,31015
MADRE DE DEUS DE MINAS,0,0,0,0,9,11,28,24,36,55,49,201,88,45,143,143,132,68,36,33,19,10,2,1,2,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,31015
SAO JOAO DEL REI,0,125,222,400,704,900,1082,1053,1603,1676,1687,1841,1895,1223,984,1194,782,532,342,301,306,192,93,93,49,59,41,23,20,16,10,10,7,6,3,6,7,11,1,1,2,5,1,0,19508,31015
SAO TIAGO,0,3,3,4,12,15,25,26,44,20,27,20,21,24,34,30,50,55,57,43,58,36,26,19,10,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,669,31015
TIRADENTES,0,4,12,15,43,61,109,132,165,157,223,232,259,223,196,209,103,59,57,47,22,30,9,7,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2382,31015
BARROSO,0,238,510,598,608,569,748,513,660,498,349,282,313,196,129,98,68,124,81,54,83,65,33,20,17,22,11,9,13,10,2,4,4,5,7,9,7,9,11,5,7,3,8,0,7000,31015
LAGOA DOURADA,0,0,0,5,12,27,28,25,40,101,92,129,93,105,78,68,20,8,3,2,1,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,845,31015
SANTA CRUZ DE MINAS,0,79,73,115,153,120,164,97,134,160,116,101,72,44,38,31,14,9,0,1,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1529,31015
RITAPOLIS,0,0,0,3,10,19,15,34,39,57,71,71,140,110,58,76,83,60,37,28,12,17,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,953,31015
CORONEL XAVIER CHAVES,0,0,2,5,17,38,27,45,66,30,90,77,75,58,29,45,24,10,11,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,31015
RESENDE COSTA,0,1,2,11,11,43,33,62,68,69,72,187,209,166,57,51,69,91,217,233,130,128,39,4,0,37,4,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2000,31015
PRADOS,0,0,0,14,31,25,65,80,105,82,21,99,92,83,98,42,30,83,69,14,15,8,67,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1126,31015
NAZARENO,0,22,38,82,61,118,169,168,196,105,56,50,68,8,2,8,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,31015
SAO VICENTE DE MINAS,0,3,2,3,11,3,12,51,63,86,130,112,165,188,148,159,130,112,73,88,56,29,9,12,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1651,31015
IBITURUNA,0,0,0,0,8,2,4,3,21,38,112,49,95,67,21,1,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,446,31015
BOM SUCESSO,0,7,12,16,29,47,72,69,114,134,296,347,406,354,303,350,310,183,110,116,57,47,19,22,8,11,9,1,4,2,0,3,0,0,1,0,0,0,1,1,0,0,1,0,3462,31015
PIEDADE DO RIO GRANDE,0,0,5,2,18,27,40,32,74,91,85,110,160,163,81,89,92,64,52,55,42,35,8,0,3,4,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344,31015
RAPOSOS,0,2,7,16,20,24,44,59,83,109,86,77,119,168,148,189,135,128,90,86,64,39,23,31,17,17,5,5,6,3,7,4,0,2,1,1,0,0,2,0,5,1,0,0,1823,31016
RIBEIRAO DAS NEVES,0,276,504,700,1668,2498,3138,3634,4355,4420,4038,3787,3724,2432,2098,1731,1428,1187,1025,852,612,441,337,277,165,148,119,97,51,52,32,24,27,26,40,39,45,29,30,30,65,35,29,0,46245,31016
MOEDA,0,4,2,15,13,13,20,12,31,36,52,48,82,59,42,51,38,19,11,15,7,1,4,6,1,1,1,2,0,0,0,1,0,2,0,1,1,1,0,0,0,1,0,0,593,31016
SABARA,0,131,246,412,637,1091,1369,1234,1745,1725,1569,1608,1694,1179,1148,1003,908,658,452,357,275,166,118,87,38,45,19,28,15,9,9,13,18,3,5,0,6,9,16,16,11,7,1,0,20080,31016
BELO HORIZONTE,0,1512,2635,4073,7004,11078,15037,14487,22054,23925,23642,22689,21816,16862,17142,14206,10876,8591,6418,5051,3811,2937,1956,1371,1086,1100,704,780,466,256,255,180,268,173,261,193,212,199,196,212,202,144,61,0,266121,31016
TAQUARACU DE MINAS,0,1,6,22,50,73,112,92,95,94,159,115,156,81,76,80,30,36,24,14,8,7,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336,31016
BELO VALE,0,2,1,3,15,40,38,28,44,145,65,149,46,109,56,72,45,45,26,35,16,3,1,3,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,994,31016
NOVA LIMA,0,57,101,215,384,652,820,810,1278,1405,1351,1413,1587,1236,1195,1278,896,684,535,366,346,210,158,192,123,65,58,24,36,22,21,15,7,10,19,12,14,5,9,20,40,8,10,1,17688,31016
CAETE,0,5,11,27,36,194,363,443,551,581,650,616,673,549,553,521,379,246,190,146,95,75,32,26,19,17,10,7,1,2,0,0,3,1,1,2,0,4,2,2,2,1,1,0,7037,31016
NOVA UNIAO,0,1,4,5,5,17,26,43,48,39,68,31,6,4,5,14,2,2,3,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,31016
RIO ACIMA,0,3,10,26,40,89,138,175,200,170,148,84,68,56,51,44,26,17,9,25,12,15,4,4,1,3,5,4,5,8,4,3,1,1,2,1,1,3,2,2,2,1,0,0,1463,31016
JABOTICATUBAS,0,15,31,68,101,164,180,172,181,161,156,140,66,123,93,71,52,36,27,26,22,17,13,11,7,8,3,3,1,3,2,0,1,1,0,3,2,0,1,0,3,0,0,0,1964,31016
SANTA LUZIA,0,137,337,620,1303,2139,2526,2634,3404,2504,2350,2017,1610,1097,955,619,550,505,394,354,264,250,159,92,98,120,125,75,49,57,44,31,39,32,43,29,16,12,25,18,19,8,3,1,27664,31016
RIO MANSO,0,9,23,14,37,54,129,81,113,128,66,95,117,77,86,67,25,10,33,7,4,2,4,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1193,31017
JUATUBA,0,54,77,65,144,171,211,93,162,149,105,134,75,58,62,50,98,34,60,30,20,13,18,43,15,5,4,5,2,0,1,2,2,2,0,0,1,1,1,2,2,2,1,0,1974,31017
MATEUS LEME,0,208,297,430,450,487,581,306,326,323,229,190,132,100,89,94,95,55,33,27,30,22,18,14,7,6,2,2,2,0,0,1,2,2,1,2,3,0,0,2,2,5,4,0,4579,31017
FLORESTAL,0,5,14,17,37,95,83,56,236,215,260,327,208,176,157,192,74,47,43,32,29,15,17,9,12,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2361,31017
CRUCILANDIA,0,6,3,17,14,52,76,83,146,174,199,135,147,107,88,67,56,39,21,12,16,8,7,4,1,1,6,7,0,0,0,2,0,0,0,1,1,1,0,3,1,1,0,0,1502,31017
MARIO CAMPOS,0,125,189,243,294,314,284,162,199,133,90,84,52,33,20,39,67,27,25,19,19,12,27,7,10,4,3,2,4,3,2,0,0,1,0,1,2,2,0,0,0,0,1,0,2499,31017
BETIM,0,236,482,1193,2152,3581,4340,3380,4853,4737,4626,4690,4015,3010,2462,2871,3810,1949,1372,1248,925,740,1266,338,270,166,111,76,44,30,41,29,34,29,18,22,11,22,16,33,33,28,5,0,59294,31017
BONFIM,0,5,10,8,15,17,44,42,34,48,40,33,41,47,56,42,35,12,13,22,8,8,8,4,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,597,31017
SAO JOAQUIM DE BICAS,0,91,124,193,307,354,256,85,341,407,213,321,144,103,141,142,226,94,80,94,109,79,79,56,27,26,14,11,8,17,5,1,4,5,1,2,1,1,2,3,5,0,0,0,4172,31017
ESMERALDAS,0,29,71,90,151,267,379,384,690,742,894,771,801,537,609,537,415,367,279,176,129,91,69,52,34,32,23,14,5,6,4,8,6,2,6,6,3,3,0,2,7,1,0,0,8692,31017
IGARAPE,0,334,358,202,254,249,239,167,407,149,202,316,125,68,79,113,193,71,24,28,19,39,39,19,4,11,2,4,2,3,0,3,3,2,25,1,1,0,2,6,8,1,0,0,3772,31017
BRUMADINHO,0,127,193,345,352,672,907,918,1280,1165,851,737,710,467,335,389,354,183,113,127,71,71,64,40,31,23,16,11,15,11,4,6,6,2,2,4,6,3,7,6,5,3,1,0,10633,31017
PIEDADE DOS GERAIS,0,0,2,3,6,5,12,28,25,16,5,0,14,24,25,12,3,1,2,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,31017
CONTAGEM,0,331,702,1065,2099,3784,5615,5162,8091,8348,8820,8146,7121,5797,6043,5518,4490,3329,2253,1692,1283,957,809,538,445,321,201,151,107,61,68,53,77,43,53,43,52,57,50,58,59,38,32,0,93962,31018
IBIRITE,0,235,420,575,963,1697,2079,1396,2076,1691,1892,1601,1473,1021,1043,892,776,542,396,372,268,229,172,97,95,60,38,22,29,20,16,19,16,17,13,11,4,7,8,19,6,7,3,0,22316,31018
SARZEDO,0,168,197,235,260,277,241,124,293,212,195,348,138,60,96,109,185,57,52,30,29,12,61,28,15,11,4,5,2,2,2,1,2,4,2,9,3,7,1,6,1,3,6,0,3493,31018
TRES MARIAS,0,14,54,71,155,215,243,244,313,324,255,190,159,86,140,106,92,95,81,83,49,42,33,18,10,6,11,9,6,3,4,5,7,5,7,2,1,1,2,0,0,0,0,0,3141,31019
SANTO HIPOLITO,0,9,27,26,35,62,52,54,67,55,32,32,17,16,13,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,31019
BUENOPOLIS,0,2,14,27,40,74,67,65,90,78,34,29,15,6,3,8,2,2,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,565,31019
AUGUSTO DE LIMA,0,0,0,9,10,42,34,34,64,64,60,66,46,40,42,53,24,13,4,7,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,620,31019
CORINTO,0,0,18,46,127,166,192,197,203,170,291,298,264,183,196,148,92,117,85,62,71,50,29,4,4,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3018,31019
FELIXLANDIA,0,173,260,240,263,259,275,234,177,168,118,124,91,54,54,62,81,52,68,46,54,33,28,26,31,20,34,31,18,16,18,5,5,9,7,11,2,4,6,1,2,2,1,0,3163,31019
CURVELO,0,533,721,863,642,346,414,348,381,261,463,439,319,241,228,211,189,116,91,71,52,46,38,28,11,13,18,11,6,1,0,3,2,2,0,2,2,3,4,0,1,1,1,0,7122,31019
PRESIDENTE JUSCELINO,0,15,13,30,71,85,107,107,85,76,48,34,33,14,29,17,10,12,5,5,2,5,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,31019
MONJOLOS,0,7,28,58,109,112,142,101,85,53,29,20,13,5,15,7,0,3,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,31019
INIMUTABA,0,27,34,103,104,104,91,35,91,74,47,32,22,20,17,19,6,11,4,2,2,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,31019
MORRO DA GARCA,0,8,15,10,7,12,14,3,3,0,4,7,2,2,2,2,1,5,3,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,107,31019
VIRGINOPOLIS,0,1,3,2,3,15,20,55,66,115,88,195,167,173,90,65,0,0,1,2,13,57,25,27,15,6,4,1,3,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,1218,31020
RIO VERMELHO,0,27,28,30,47,60,45,21,13,29,20,15,10,14,8,20,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,399,31020
SENHORA DO PORTO,0,0,0,1,5,8,23,30,32,75,69,44,46,8,41,20,18,12,9,8,4,1,2,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,31020
DORES DE GUANHAES,0,1,8,3,9,26,12,30,42,15,22,40,33,26,11,11,0,5,8,2,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,313,31020
GUANHAES,0,4,6,14,27,50,80,89,182,239,247,228,348,263,295,355,250,212,159,184,97,98,54,33,16,10,5,7,6,8,5,6,7,3,1,3,2,2,0,3,1,1,3,0,3603,31020
DOM JOAQUIM,0,3,2,2,6,8,4,12,20,23,38,32,56,67,46,26,16,19,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,31020
SABINOPOLIS,0,1,6,3,16,19,42,53,55,59,91,67,135,106,133,156,130,89,98,81,45,27,18,16,8,3,2,1,3,6,2,0,1,0,0,0,0,0,1,2,0,1,2,0,1478,31020
MATERLANDIA,0,0,1,9,7,4,22,20,19,42,48,17,31,13,25,35,12,11,4,9,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,31020
CARMESIA,0,0,1,4,12,13,12,4,15,5,23,10,9,3,3,24,26,14,6,2,4,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,31020
SANTA MARIA DE ITABIRA,0,83,123,113,285,416,411,252,201,142,91,84,71,45,40,34,29,16,26,21,38,17,7,11,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2564,31021
SANTA BARBARA,0,457,663,846,764,610,633,598,543,691,376,363,260,138,124,172,134,86,84,54,29,20,1,9,7,5,7,4,0,1,1,1,2,2,0,1,0,0,0,1,0,1,0,0,7688,31021
FERROS,0,72,67,54,64,58,85,67,36,47,37,29,27,18,17,14,18,8,14,10,6,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,757,31021
SANTO ANTONIO DO RIO ABAIXO,0,0,0,4,1,4,12,9,9,10,29,17,19,26,16,3,3,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,31021
SAO GONCALO DO RIO ABAIXO,0,13,50,111,145,194,221,200,249,260,219,228,218,168,168,181,187,153,142,83,76,64,62,23,22,23,13,28,12,6,4,5,14,1,1,4,2,12,30,26,15,27,0,0,3660,31021
ITABIRA,0,465,895,1319,1852,3078,3607,3812,3283,3228,2985,2200,2306,1599,1367,1266,1395,927,816,556,405,249,141,80,60,32,33,18,24,6,12,11,21,34,11,11,15,6,18,26,19,21,40,0,38249,31021
SAO SEBASTIAO DO RIO PRETO,0,0,0,14,2,3,1,4,16,5,12,21,18,2,11,9,4,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,31021
MORRO DO PILAR,0,2,0,14,15,46,34,65,70,71,59,34,27,23,18,8,1,5,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,31021
BOM JESUS DO AMPARO,0,2,2,7,10,13,38,31,41,51,61,81,51,14,13,16,10,8,5,4,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,479,31021
PASSABEM,0,0,4,9,1,3,7,12,4,29,11,1,20,6,4,17,5,4,11,10,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,167,31021
ITAMBE DO MATO DENTRO,0,0,0,3,4,19,28,23,37,21,27,21,29,46,31,9,5,10,8,17,3,6,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,31021
CATAS ALTAS,0,31,59,109,167,178,211,145,179,162,157,102,91,31,42,44,31,25,22,8,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1799,31021
BARAO DE COCAIS,0,101,226,432,379,111,55,62,58,448,109,347,327,202,245,288,184,34,91,58,24,22,30,32,5,8,9,9,7,9,3,9,5,7,2,5,6,7,9,4,2,7,1,0,3979,31021
OURO PRETO,0,33,36,77,182,197,330,359,426,513,525,419,397,363,397,388,334,322,224,185,138,111,76,72,36,35,13,15,22,7,8,16,15,7,4,4,8,5,3,4,0,0,0,0,6306,31022
MARIANA,0,26,34,61,112,173,140,327,532,955,807,883,1056,893,933,936,607,491,397,312,197,132,71,58,27,19,22,6,9,1,5,6,0,0,2,3,3,1,2,1,2,4,1,0,10247,31022
ITABIRITO,0,3,5,5,29,56,50,101,147,217,257,334,293,570,417,333,486,515,299,307,311,144,10,103,34,29,30,18,9,2,9,4,3,1,4,0,0,1,1,0,2,2,0,0,5141,31022
RIO PIRACICABA,0,4,5,19,31,92,134,182,240,244,239,223,236,194,195,169,133,111,45,74,43,38,20,8,3,3,1,2,2,2,3,0,3,2,1,1,2,1,0,0,0,0,4,0,2709,31023
BELA VISTA DE MINAS,0,2,8,18,43,75,140,182,177,244,315,115,104,52,66,87,37,18,16,19,4,3,9,6,0,0,0,0,0,2,2,0,0,1,0,0,1,1,0,2,0,0,0,0,1749,31023
JOAO MONLEVADE,0,23,29,90,254,452,669,808,992,1208,1122,1159,1192,948,992,768,580,431,358,275,230,164,70,51,28,24,11,5,3,0,1,2,1,7,7,5,1,2,1,2,15,13,1,1,12995,31023
SAO DOMINGOS DO PRATA,0,7,18,40,96,164,239,259,273,336,329,228,271,113,230,164,112,79,49,29,34,8,2,5,1,1,2,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,3096,31023
NOVA ERA,0,5,35,45,185,208,124,120,393,317,256,231,167,143,105,80,68,68,25,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2609,31023
PAINEIRAS,0,0,7,4,14,20,17,23,45,35,34,46,38,45,37,29,25,23,30,7,6,10,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,31024
MARAVILHAS,0,33,35,49,34,51,73,130,143,164,151,114,38,41,19,7,5,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,31024
CAETANOPOLIS,0,2,10,9,28,30,58,60,74,78,86,84,80,72,73,49,48,71,36,25,20,16,8,6,7,0,4,4,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1045,31024
JEQUITIBA,0,2,5,23,58,158,146,147,150,138,99,126,97,74,86,47,31,26,22,18,12,6,3,2,3,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1485,31024
PEQUI,0,10,35,47,47,66,79,67,99,115,65,90,68,62,42,46,25,38,21,33,22,3,12,8,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1107,31024
POMPEU,0,14,42,39,58,93,104,142,306,418,386,328,292,150,85,138,100,35,36,30,16,4,4,1,4,1,7,2,2,3,0,3,2,1,0,3,0,1,1,1,4,5,0,0,2861,31024
BIQUINHAS,0,0,1,1,5,7,8,6,15,12,7,14,8,4,16,13,12,22,19,11,16,3,4,8,5,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,31024
FUNILANDIA,0,8,7,24,46,57,43,24,37,35,43,23,17,5,5,9,5,3,3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,400,31024
CEDRO DO ABAETE,0,26,11,22,13,27,5,11,14,12,7,10,17,4,9,1,6,1,1,2,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,31024
SETE LAGOAS,1,226,496,753,1212,1104,1289,1174,1609,1438,1307,1049,852,546,455,395,388,205,123,112,89,84,41,21,12,12,25,17,17,9,8,6,2,0,3,11,8,8,14,25,15,22,3,0,15186,31024
MORADA NOVA DE MINAS,0,6,9,15,16,23,28,41,73,79,156,147,203,156,171,124,106,65,42,34,17,14,14,9,10,11,11,5,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1590,31024
CORDISBURGO,0,23,64,55,57,79,84,81,80,72,45,46,20,43,29,34,35,21,17,13,8,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,912,31024
INHAUMA,0,3,12,21,52,59,93,48,61,1,26,66,11,3,14,10,8,5,11,6,6,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,31024
SANTANA DE PIRAPAMA,0,4,23,46,46,78,95,62,49,50,36,32,22,15,8,7,9,2,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,0,0,603,31024
BALDIM,0,26,41,77,143,94,81,41,55,102,87,99,54,52,34,21,18,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1038,31024
PARAOPEBA,0,16,24,24,36,38,72,84,246,194,208,119,144,98,91,109,54,45,25,11,11,5,4,1,3,1,3,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1674,31024
CAPIM BRANCO,0,72,99,127,144,137,87,59,58,38,54,44,36,23,21,26,10,24,10,6,4,2,0,0,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1088,31024
CACHOEIRA DA PRATA,0,0,4,14,13,19,36,42,55,3,30,48,46,2,11,9,15,10,1,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,371,31024
QUARTEL GERAL,0,20,16,12,19,16,45,13,15,20,18,29,15,10,15,18,17,28,11,13,15,5,5,11,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,392,31024
ABAETE,0,3,2,5,5,69,90,91,173,170,222,215,144,78,58,46,26,20,9,12,11,6,5,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1470,31024
ARACAI,0,4,8,7,21,19,25,25,51,24,29,11,10,16,16,12,5,2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,31024
PAPAGAIOS,0,25,30,79,131,144,222,180,199,168,213,208,172,70,70,46,49,32,31,29,7,14,8,4,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2139,31024
PRUDENTE DE MORAIS,0,32,70,56,85,67,95,108,65,97,92,77,55,45,26,18,24,8,17,6,5,5,1,1,0,2,2,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1065,31024
FORTUNA DE MINAS,0,3,19,22,55,16,13,10,10,7,6,1,7,3,7,7,9,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,204,31024
LAGOA SANTA,0,237,298,501,717,822,928,600,704,605,520,479,444,330,307,319,251,231,143,137,118,81,62,38,38,34,16,10,15,17,4,1,2,6,12,3,4,4,8,7,6,9,4,0,9072,31025
SAO JOSE DA LAPA,0,71,231,353,530,685,538,373,430,401,408,357,210,135,126,107,63,49,34,56,39,31,23,7,14,7,5,2,2,3,3,2,2,2,2,7,5,3,2,8,3,3,1,0,5333,31025
